sign,unicode
hul₂,𒄾
hul2,𒄾
hula₂,𒄾
hula2,𒄾
kungal,𒇻𒄾
kuš₈,𒄾
kusz8,𒄾
ukuš₂,𒄾
ukusz2,𒄾
i,𒄿
nat₂,𒄿
nat2,𒄿
ia,𒅀
ie,𒅀
ii,𒅀
iu,𒅀
yi₂,𒅀
yi2,𒅀
kun₄,𒄿𒇻
kun4,𒄿𒇻
kuŋ₄,𒄿𒇻
kuŋ4,𒄿𒇻
dar₂,𒅁
dar2,𒅁
dara₂,𒅁
dara2,𒅁
dari₂,𒅁
dari2,𒅁
daru₂,𒅁
daru2,𒅁
darum₂,𒅁
darum2,𒅁
diri₂,𒅁
diri2,𒅁
eb,𒅁
ep,𒅁
ib,𒅁
ibbi,𒅁
ip,𒅁
uraš,𒅁
urasz,𒅁
urta,𒅁
ari₂,𒅂
ari2,𒅂
banda₄,𒅂
banda4,𒅂
dehi₄,𒅂
dehi4,𒅂
eše₃,𒅂
esze3,𒅂
haniš,𒅂
hanisz,𒅂
idim,𒅂
iri₈,𒅂
iri8,𒅂
kir₅,𒅂
kir5,𒅂
mid,𒅂
nagbu,𒅂
rapiqu₂,𒅂
rapiqu2,𒅂
sullat,𒅂
šullat,𒅂
szullat,𒅂
tehi₄,𒅂
tehi4,𒅂
uri₄,𒅂
uri4,𒅂
urumₓ,𒍍
bansur₂,𒅃
bansur2,𒅃
banšur₂,𒅃
banszur2,𒅃
buru₉,𒅃
buru9,𒅃
gurunₓ,𒋲
kiši₁₁,𒅃
kiszi11,𒅃
da₁₁,𒅅
da11,𒅅
eg,𒅅
eŋ,𒅅
ek,𒅅
eq,𒅅
ga₇,𒅅
ga7,𒅅
gagal,𒅅
gal₂,𒅅
gal2,𒅅
gala₇,𒅅
gala7,𒅅
ŋal₂,𒅅
ŋal2,𒅅
ig,𒅅
iga,𒅅
ik,𒅅
iq,𒅅
kagar,𒅅
/mal/,𒅅
mal₃,𒅅
mal3,𒅅
mahru,𒅆𒁺
panu,𒍝𒈽𒀕
bad₅,𒅆
bad5,𒅆
badi,𒅆
bat₅,𒅆
bat5,𒅆
damu₂,𒅆
damu2,𒅆
ge₈,𒅆
ge8,𒅆
gi₈,𒅆
gi8,𒅆
igaₓ,𒅆
igi,𒅆
igu,𒅆
ina₂,𒅆
ina2,𒅆
ini₂,𒅆
ini2,𒅆
inu₂,𒅆
inu2,𒅆
lam₅,𒅆
lam5,𒅆
le₃,𒅆
le3,𒅆
lem,𒅆
li₃,𒅆
li3,𒅆
lib₄,𒅆
lib4,𒅆
lim,𒅆
lima,𒅆
limi,𒅆
lum₂,𒅆
lum2,𒅆
pa₁₀,𒅆
pa10,𒅆
pad₄,𒅆
pad4,𒅆
pan₃,𒅆
pan3,𒅆
si₁₇,𒅆
si17,𒅆
še₂₀,𒅆
sze20,𒅆
ši,𒅆
szi,𒅆
ahhur,𒅆𒀀
imhur₄,𒅆𒀀
imhur4,𒅆𒀀
uhhur₃,𒅆𒀀
uhhur3,𒅆𒀀
imhur₂,𒅆𒁉
imhur2,𒅆𒁉
uhhur,𒅆𒁉
igira,𒅆𒁍
ša₁₇,𒅇
sza17,𒅇
u₃,𒅇
u3,𒅇
henzer,𒅆𒁴
henzir,𒅆𒁴
ubri₂,𒅆𒁴
ubri2,𒅆𒁴
ašarid,𒅆𒁺
aszarid,𒅆𒁺
ašaridu,𒅆𒁺
aszaridu,𒅆𒁺
gešdu₄,𒅆𒁺
geszdu4,𒅆𒁺
geštu₄,𒅆𒁺
gesztu4,𒅆𒁺
igeštu,𒅆𒁺
igesztu,𒅆𒁺
igištu,𒅆𒁺
igisztu,𒅆𒁺
mahra,𒅆𒁺
palil,𒅆𒁺
agrig,𒅆𒁾
aŋrig,𒅆𒁾
geškim,𒅆𒁾
geszkim,𒅆𒁾
ŋeškim,𒅆𒁾
ŋeszkim,𒅆𒁾
ŋešgem,𒅆𒁾
ŋeszgem,𒅆𒁾
giskim,𒅆𒁾
giškim,𒅆𒁾
giszkim,𒅆𒁾
gizkim,𒅆𒁾
ŋiskim,𒅆𒁾
ŋiškim,𒅆𒁾
ŋiszkim,𒅆𒁾
iskim,𒅆𒁾
izkim,𒅆𒁾
u₆,𒅆𒂍
u6,𒅆𒂍
ug₆,𒅆𒂍
ug6,𒅆𒂍
burumₓ,𒅆𒂟
gurum₂,𒅆𒂟
gurum2,𒅆𒂟
kur₇,𒅆𒂟
kur7,𒅆𒂟
kuru₇,𒅆𒂟
kuru7,𒅆𒂟
kurum₇,𒅆𒂟
kurum7,𒅆𒂟
sa₁₃,𒅆𒂟
sa13,𒅆𒂟
sag₁₀,𒅆𒂟
sag10,𒅆𒂟
saga,𒊕
seg₅,𒅆𒂟
seg5,𒅆𒂟
sig₅,𒅆𒂟
sig5,𒅆𒂟
ša₁₅,𒅆𒂟
sza15,𒅆𒂟
libir,𒅆𒂠
si₅,𒅆𒂠
si5,𒅆𒂠
geštuₓ,𒅆𒂠𒁺
gesztuₓ,𒅆𒂠𒁺
ildu,𒅆𒂠𒁺𒂟
ildum,𒅆𒂠𒁺𒂟
ilduma,𒅆𒂠𒁺𒂟
ildumma,𒅆𒂠𒁺𒂟
palil₂,𒅆𒂠𒁺𒂟
palil2,𒅆𒂠𒁺𒂟
pallilₓ,𒅆𒂠𒁺𒂟
imhur₃,𒅆𒂵
imhur3,𒅆𒂵
uhhur₂,𒅆𒂵
uhhur2,𒅆𒂵
dabda,𒅆𒅆
lalla₂,𒅆𒅆
lalla2,𒅆𒅆
lelle,𒅆𒅆
lelli,𒅆𒅆
lilli,𒅆𒅆
lilib,𒅆𒅆
dala₂,𒅆𒆕
dala2,𒅆𒆕
dalla₂,𒅆𒆕
dalla2,𒅆𒆕
henburₓ,𒅆𒆕
šukur,𒅆𒆕
szukur,𒅆𒆕
ubri,𒅆𒆕
ubrim,𒅆𒆕
ganzer₃,𒅆𒆳
ganzer3,𒅆𒆳
ganzir₃,𒅆𒆳
ganzir3,𒅆𒆳
halib,𒅆𒆳
hilib,𒅆𒆳
...luku,𒅆𒆳
ganzer,𒅆𒆳𒍝
ganzir,𒅆𒆳𒍝
ini₄,𒅆𒈫
ini4,𒅆𒈫
īnuII,𒅆𒈫
ilduₓ,𒅆𒉄
ildu₂,𒅆𒉄𒁍
ildu2,𒅆𒉄𒁍
ildum₂,𒅆𒉄𒁍
ildum2,𒅆𒉄𒁍
ilduma₂,𒅆𒉄𒁍
ilduma2,𒅆𒉄𒁍
ildumma₂,𒅆𒉄𒁍
ildumma2,𒅆𒉄𒁍
ar,𒅈
ara₈,𒅈
ara8,𒅈
pa₃,𒅆𒊒
pa3,𒅆𒊒
pad₃,𒅆𒊒
pad3,𒅆𒊒
ligim,𒅆𒌉𒌉
ligima,𒅆𒌉𒌉
ligin,𒅆𒌉𒌉
hul,𒅆𒌨
hula,𒅆𒌨
hulu,𒅆𒌨
hulpad,𒅆𒌨𒊒𒃻
hul₄,𒅆𒌪
hul4,𒅆𒌪
agrigₓ,𒅆𒍣
dimsar,𒅉
agar₄,𒅊
agar4,𒅊
igi₂,𒅊
igi2,𒅊
igigunuₓ,𒅊
imma₃,𒅊
imma3,𒅊
nab₄,𒅊
nab4,𒅊
nam₄,𒅊
nam4,𒅊
sa₇,𒅊
sa7,𒅊
sag₁₂,𒅊
sag12,𒅊
samag₆,𒅊
samag6,𒅊
se₁₂,𒅊
se12,𒅊
seg₇,𒅊
seg7,𒅊
si₁₂,𒅊
si12,𒅊
sig₇,𒅊
sig7,𒅊
šamagₓ,𒅊
szamagₓ,𒅊
ši₇,𒅊
szi7,𒅊
ugur₂,𒅊
ugur2,𒅊
ukur₅,𒅊
ukur5,𒅊
ziₓ,𒉈
sa₇-alan,𒅊𒀩
sa7-alan,𒅊𒀩
salamₓ,𒅊𒀩
ukdin,𒅊𒀩
uktin,𒅊𒀩
uludim₂,𒅊𒀩
uludim2,𒅊𒀩
uludin₂,𒅊𒀩
uludin2,𒅊𒀩
ulutim₂,𒅊𒀩
ulutim2,𒅊𒀩
ulutin₂,𒅊𒀩
ulutin2,𒅊𒀩
sermuššu,𒅊𒋺𒀩
sermuszszu,𒅊𒋺𒀩
sirmuššu,𒅊𒋺𒀩
sirmuszszu,𒅊𒋺𒀩
zermušku,𒅊𒋺𒀩
zermuszku,𒅊𒋺𒀩
zermuššu,𒅊𒋺𒀩
zermuszszu,𒅊𒋺𒀩
zirmuššu,𒅊𒋺𒀩
zirmuszszu,𒅊𒋺𒀩
al₉,𒅋
al9,𒅋
el₂,𒅋
el2,𒅋
il,𒅋
el₄,𒅌
el4,𒅌
il₈,𒅌
il8,𒅌
dubsik,𒅍
dupsik,𒅍
dusi,𒅍
dussu,𒅍
dusu,𒅍
ga₆,𒅍
ga6,𒅍
gil₃,𒅍
gil3,𒅍
gur₃,𒅍
gur3,𒅍
guru₃,𒅍
guru3,𒅍
ŋa₆,𒅍
ŋa6,𒅍
il₂,𒅍
il2,𒅍
ila₂,𒅍
ila2,𒅍
ili₂,𒅍
ili2,𒅍
adad,𒅎
anegi,𒅎
di[...]ig,𒅎
did,𒅎
em,𒅎
enegi,𒅎
enegir,𒅎
ennegi,𒅎
ennigi,𒅎
ilumer,𒅎
im,𒅎
imeₓ,𒅎
imi,𒅎
išgurₓ,𒅎
iszgurₓ,𒅎
iškur,𒅎
iszkur,𒅎
kakra,𒅎
kakru,𒅎
karkar,𒅎
karkara,𒅎
mer₂,𒅎
mer2,𒅎
mir₂,𒅎
mir2,𒅎
mur₃,𒅎
mur3,𒅎
murim,𒅎
muru₃,𒅎
muru3,𒅎
šar₅,𒅎
szar5,𒅎
šara₅,𒅎
szara5,𒅎
šeg₇,𒅎
szeg7,𒅎
šeŋ₇,𒅎
szeŋ7,𒅎
tešub,𒅎
teszub,𒅎
tid,𒅎
tu₁₅,𒅎
tu15,𒅎
tum₉,𒅎
tum9,𒅎
tumu,𒅎
šeg₁₄,𒅎𒀀𒀭
szeg14,𒅎𒀀𒀭
šeŋ₁₄,𒅎𒀀𒀭
szeŋ14,𒅎𒀀𒀭
šerkan,𒅎𒂀
szerkan,𒅎𒂀
agar₆,𒅎𒂂
agar6,𒅎𒂂
aŋar₆,𒅎𒂂
aŋar6,𒅎𒂂
muru₉,𒅎𒂂
muru9,𒅎𒂂
suhul₃,𒅎𒂄𒂇
suhul3,𒅎𒂄𒂇
suhul₂,𒅎𒂇𒂄
suhul2,𒅎𒂇𒂄
uluba,𒅎𒃷𒄴𒈨𒌋
ulubar,𒅎𒃷𒄴𒈨𒌋
ulumaš,𒅎𒃷𒄴𒈨𒌋
ulumasz,𒅎𒃷𒄴𒈨𒌋
uluba₂,𒅎𒄴𒈨𒌋𒃷
uluba2,𒅎𒄴𒈨𒌋𒃷
ulubar₂,𒅎𒄴𒈨𒌋𒃷
ulubar2,𒅎𒄴𒈨𒌋𒃷
ulumaš₂,𒅎𒄴𒈨𒌋𒃷
ulumasz2,𒅎𒄴𒈨𒌋𒃷
tuk₈,𒅎𒆑
tuk8,𒅎𒆑
dungaₓ,𒅎𒋛𒀀
dungu,𒅎𒋛𒀀
dalhamun,𒅎𒋖
šu₁₇,𒅎𒋙
szu17,𒅎𒋙
uh₆,𒅎𒋙
uh6,𒅎𒋙
ahud,𒅒
merimer₄,𒅒
merimer4,𒅒
merimeri₄,𒅒
merimeri4,𒅒
mermer₄,𒅒
mermer4,𒅒
mermeri₄,𒅒
mermeri4,𒅒
kid₇,𒅏
kid7,𒅏
tug₇,𒅏
tug7,𒅏
tuk₇,𒅏
tuk7,𒅏
agar₅,𒅐
agar5,𒅐
aŋar₅,𒅐
aŋar5,𒅐
angar,𒅐
dalhamun₆,𒅐
dalhamun6,𒅐
merimer₃,𒅐
merimer3,𒅐
merimeri₃,𒅐
merimeri3,𒅐
mermer₃,𒅐
mermer3,𒅐
mermeri₃,𒅐
mermeri3,𒅐
nimgigre,𒅐
rad₂,𒅐
rad2,𒅐
zigara,𒅐
zigkaru,𒅐
zikara,𒅐
zikaru,𒅐
imin,𒅓
imina,𒅓
umun₇,𒅓
umun7,𒅓
umunaₓ,𒅓
en₆,𒅔
en6,𒅔
gir₁₂,𒅔
gir12,𒅔
in,𒅔
ini,𒅔
isin₂,𒅔
isin2,𒅔
erešu,𒅕
ereszu,𒅕
er,𒅕
ere₁₄,𒅕
ere14,𒅕
ereš₃,𒅕
eresz3,𒅕
eri₁₄,𒅕
eri14,𒅕
ir,𒅕
ire₁₄,𒅕
ire14,𒅕
iri₁₄,𒅕
iri14,𒅕
es₅,𒅖
es5,𒅖
eš₁₅,𒅖
esz15,𒅖
is₂,𒅖
is2,𒅖
isi,𒅖
isiš,𒅖
isisz,𒅖
iś,𒅖
iš,𒅖
isz,𒅖
iši,𒅖
iszi,𒅖
iṣ₂,𒅖
"is,2",𒅖
iz₂,𒅖
iz2,𒅖
kukkuda₂,𒅖
kukkuda2,𒅖
kukkuš,𒅖
kukkusz,𒅖
kukuda₂,𒅖
kukuda2,𒅖
kuš₇,𒅖
kusz7,𒅖
mel,𒅖
mil,𒅖
mili,𒅖
milla,𒅖
sahar,𒅖
sahardub,𒅖
sušₓ,𒅖
suszₓ,𒅖
šen₆,𒅖
szen6,𒅖
šuš₃,𒅖
szusz3,𒅖
ukum,𒅖
buₓ,𒉿
da₁₂,𒅗
da12,𒅗
dag₅,𒅗
dag5,𒅗
du₁₁,𒅗
du11,𒅗
dug₄,𒅗
dug4,𒅗
duga₄,𒅗
duga4,𒅗
e₇,𒅗
e7,𒅗
en₄,𒅗
en4,𒅗
/eneŋ/,𒅗
enem,𒅗
enim,𒅗
ga₁₄,𒅗
ga14,𒅗
gir₁₇,𒅗
gir17,𒅗
giri₁₇,𒅗
giri17,𒅗
gu₃,𒅗
gu3,𒅗
gur₁₈,𒅗
gur18,𒅗
i₅,𒅗
i5,𒅗
inim,𒅗
iš₅,𒅗
isz5,𒅗
ka,𒅗
kag₂,𒅗
kag2,𒅗
kak₂,𒅗
kak2,𒅗
kir₄,𒅗
kir4,𒅗
kiri₃,𒅗
kiri3,𒅗
nagₓ,𒌸
pe₄,𒅗
pe4,𒅗
pi₄,𒅗
pi4,𒅗
pu₅,𒅗
pu5,𒅗
qirₓ,𒅗
qa₃,𒅗
qa3,𒅗
sigₓ,𒍋
su₁₁,𒅗
su11,𒅗
sumuₓ,𒅗
sumurₓ,𒅗
še₂₈,𒅗
sze28,𒅗
šed₁₇,𒅗
szed17,𒅗
šeg₁₃,𒅗
szeg13,𒅗
šiₓ,𒆃
sziₓ,𒆃
šudₓ,𒅗𒋗
szudₓ,𒅗𒋗
zib₄,𒅗
zib4,𒅗
zu₂,𒅗
zu2,𒅗
zug₂,𒅗
zug2,𒅗
zuh,𒅗
kaₓ,𒅗
zu₉,𒆉
zu9,𒆉
babila,𒅗𒀭
kurku₂,𒅗𒀭𒉌𒋛
kurku2,𒅗𒀭𒉌𒋛
babila₂,𒅗𒀭𒊏
babila2,𒅗𒀭𒊏
bizaza,𒅗𒁆𒂷𒋼𒀀𒁽𒍝𒈾
ištaran,𒅗𒁲
isztaran,𒅗𒁲
ṭēmu,𒅗𒄭
"t,ēmu",𒅗𒄭
demma,𒅗𒄭
demmu,𒅗𒄭
dema,𒅗𒄭
demu,𒅗𒄭
dima,𒅗𒄭
dimma,𒅗𒄭
dimmu,𒅗𒄭
dimu,𒅗𒄭
duṭu,𒅗𒅗
"dut,u",𒅗𒅗
gug₆,𒅗𒆕
gug6,𒅗𒆕
pihu₃,𒅗𒆕
pihu3,𒅗𒆕
emma₂,𒅘
emma2,𒅘
emmen₂,𒅘
emmen2,𒅘
emmin₂,𒅘
emmin2,𒅘
enmen₂,𒅘
enmen2,𒅘
gab₃,𒅘
gab3,𒅘
gu₆,𒅘
gu6,𒅘
imma₂,𒅘
imma2,𒅘
immeli,𒅘
immen₂,𒅘
immen2,𒅘
immin₂,𒅘
immin2,𒅘
kab₂,𒅘
kab2,𒅘
na₈,𒅘
na8,𒅘
nag,𒅘
naga₂,𒅘
naga2,𒅘
naŋ,𒅘
nak,𒅘
naq,𒅘
nik₅,𒅘
nik5,𒅘
akₓ,𒅙
nagiri,𒅚
nigru,𒅚
ibira₂,𒅛
ibira2,𒅛
uh₄,𒅜
uh4,𒅜
uš₁₁,𒅜
usz11,𒅜
gudiddi,𒅝
si₁₈,𒅝
si18,𒅝
še₂₆,𒅝
sze26,𒅝
šed₁₅,𒅝
szed15,𒅝
šeg₁₁,𒅝
szeg11,𒅝
šidₓ,𒅝
szidₓ,𒅝
šigₓ,𒍉
szigₓ,𒍉
ma₅,𒅡
ma5,𒅡
mu₃,𒅡
mu3,𒅡
sub₄,𒅡
sub4,𒅡
sub,𒅢
kulkul,𒅢𒊕
agal,𒅣
puzru,𒅤𒊭
ba₁₁,𒅤
ba11,𒅤
bu₃,𒅤
bu3,𒅤
bum,𒅤
buzur₅,𒅤
buzur5,𒅤
kala,𒆗
kan₆,𒅤
kan6,𒅤
kana₆,𒅤
kana6,𒅤
pu₃,𒅤
pu3,𒅤
pum,𒅤
puzur₅,𒅤
puzur5,𒅤
tugure,𒅤
buzur₄,𒅤𒊭
buzur4,𒅤𒊭
puzur₄,𒅤𒊭
puzur4,𒅤𒊭
gu₇,𒅥
gu7,𒅥
ku₂,𒅥
ku2,𒅥
kur₈,𒅥
kur8,𒅥
šagar,𒅥
szagar,𒅥
šaŋar,𒅥
szaŋar,𒅥
meleₓ,𒆈
meliₓ,𒆈
emeₓ-gir₂,𒅨
emeₓ-gir2,𒅨
gasa,𒅪
gaza₃,𒅪
gaza3,𒅪
ibira,𒅪
irhandiₓ,𒅪
nehandiₓ,𒅪
tibira₂,𒅪
tibira2,𒅪
gukri,𒅩
kugre,𒅬
kugur,𒅬
ba₅,𒅮
ba5,𒅮
bu₁₃,𒅮
bu13,𒅮
buhₓ,𒅮
bul₄,𒅮
bul4,𒅮
bun₂,𒅮
bun2,𒅮
tuₓ,𒊺𒉀
bunₓ,𒍃
kir₁₄,𒅯
kir14,𒅯
dunₓ,𒅾
sulₓ,𒅱
sunₓ,𒅱
gele₃,𒅲
gele3,𒅲
geli₃,𒅲
geli3,𒅲
gili₃,𒅲
gili3,𒅲
gilib₃,𒅲
gilib3,𒅲
ŋeli₃,𒅲
ŋeli3,𒅲
ŋili₃,𒅲
ŋili3,𒅲
ŋiriₓ,𒅲
mel₂,𒅲
mel2,𒅲
mele₂,𒅲
mele2,𒅲
meli₂,𒅲
meli2,𒅲
mili₂,𒅲
mili2,𒅲
mu₇,𒅲
mu7,𒅲
mumunₓ,𒅲
sug₇,𒅲
sug7,𒅲
tu₆,𒅲
tu6,𒅲
ṭu₆,𒅲
"t,u6",𒅲
uš₇,𒅲
usz7,𒅲
zug₄,𒅲
zug4,𒅲
zuhₓ,𒅲
mu₁₃,𒅲
mu13,𒅲
mummun,𒅲𒅲
mumun,𒅲𒅲
pu-udu,𒅳
em₄,𒅴
em4,𒅴
eme,𒅴
uli,𒅴
medu,𒅵
meša,𒅵
mesza,𒅵
emengi,𒅶
imminte,𒅷
murga,𒅺
murgu₃,𒅺
murgu3,𒅺
urgu₂,𒅺
urgu2,𒅺
numdu,𒅻
numdum,𒅻
numdun,𒅻
nundu,𒅻
nundum,𒅻
nundun,𒅻
/šumdum/,𒅻
/szumdum/,𒅻
uš₁₄,𒅼
usz14,𒅼
gilib₄,𒅽
gilib4,𒅽
mangaga,𒅾
su₆,𒅾
su6,𒅾
sul₃,𒅾
sul3,𒅾
sum₄,𒅾
sum4,𒅾
sun₄,𒅾
sun4,𒅾
gukiri,𒅿
ma₈,𒅿
ma8,𒅿
mu₁₁,𒅿
mu11,𒅿
emesig,𒆄
munsubₓ,𒋠𒋦
tukur₂,𒆁
tukur2,𒆁
tukureₓ,𒆁
dilib₂,𒆂
dilib2,𒆂
giguru₃,𒆂
giguru3,𒆂
silig₆,𒆂
silig6,𒆂
še₂₅,𒆂
sze25,𒆂
šed₁₄,𒆂
szed14,𒆂
šeg₁₀,𒆂
szeg10,𒆂
šilig₆,𒆂
szilig6,𒆂
šiq₄,𒆂
sziq4,𒆂
šedₓ,𒈹𒁲
szedₓ,𒈹𒁲
šu₁₂,𒆃
szu12,𒆃
šud₃,𒆃
szud3,𒆃
šude₃,𒆃
szude3,𒆃
šudu₃,𒆃
szudu3,𒆃
šušudi,𒆃
szuszudi,𒆃
zukura,𒆆
musug₅,𒆈
musug5,𒆈
tukur₃,𒆈
tukur3,𒆈
usug₅,𒆈
usug5,𒆈
uzug₅,𒆈
uzug5,𒆈
emma,𒆉
emmen,𒆉
emmin,𒆉
enmen,𒆉
imma,𒆉
immen,𒆉
immin,𒆉
si₁₉,𒆉
si19,𒆉
za₆,𒆉
za6,𒆉
KAxUD-bar,𒆉𒁇
zabar₃,𒆉𒁇
zabar3,𒆉𒁇
zibar₃,𒆉𒁇
zibar3,𒆉𒁇
gudedde,𒆊
duriₓ,𒆋
ugal,𒆋
guziₓ,𒆌
aganₓ,𒆍
aka₄,𒆍
aka4,𒆍
akan₂,𒆍
akan2,𒆍
baba₂,𒆍
baba2,𒆍
babu,𒆍
gu₁₆,𒆍
gu16,𒆍
ka₂,𒆍
ka2,𒆍
kan₄,𒆍
kan4,𒆍
kankan,𒆍
papa₂,𒆍
papa2,𒆍
babilim,𒆍𒀭
babilima,𒆍𒀭
babilim₂,𒆍𒀭𒊏
babilim2,𒆍𒀭𒊏
babilima₂,𒆍𒀭𒊏
babilima2,𒆍𒀭𒊏
abul,𒆍𒃲
abula,𒆍𒃲
abulla,𒆍𒃲
gab₂,𒆏
gab2,𒆏
gaba₂,𒆏
gaba2,𒆏
gabu₂,𒆏
gabu2,𒆏
gap₂,𒆏
gap2,𒆏
gub₃,𒆏
gub3,𒆏
gubu₃,𒆏
gubu3,𒆏
kab,𒆏
kap,𒆏
kapa,𒆏
qab₂,𒆏
qab2,𒆏
qap₂,𒆏
qap2,𒆏
gabuₓ,𒆏𒁍
ragab₃,𒆏𒍑
ragab3,𒆏𒍑
gat₂,𒆐
gat2,𒆐
kad₂,𒆐
kad2,𒆐
kat₂,𒆐
kat2,𒆐
qad₆,𒆐
qad6,𒆐
qat₆,𒆐
qat6,𒆐
šid₂,𒆐
szid2,𒆐
gat₃,𒆑
gat3,𒆑
kad₃,𒆑
kad3,𒆑
kat₃,𒆑
kat3,𒆑
kata₃,𒆑
kata3,𒆑
kud₆,𒆑
kud6,𒆑
qat₇,𒆑
qat7,𒆑
šed₄,𒆑
szed4,𒆑
šeššed₂,𒆑𒆑
szeszszed2,𒆑𒆑
gešhur,𒆒
geszhur,𒆒
geškad,𒆒
geszkad,𒆒
gišhur,𒆒
giszhur,𒆒
giškad,𒆒
giszkad,𒆒
had₄,𒆒
had4,𒆒
kad₄,𒆒
kad4,𒆒
kam₃,𒆒
kam3,𒆒
kara₄,𒆒
kara4,𒆒
kat₄,𒆒
kat4,𒆒
kid₅,𒆒
kid5,𒆒
kim₂,𒆒
kim2,𒆒
peš₅,𒆒
pesz5,𒆒
piš₅,𒆒
pisz5,𒆒
qat₅,𒆒
qat5,𒆒
šed₅,𒆒
szed5,𒆒
unu₉,𒆒
unu9,𒆒
šeššed₃,𒆒𒆒𒆓
szeszszed3,𒆒𒆒𒆓
bansur₃,𒆓
bansur3,𒆓
banšur₃,𒆓
banszur3,𒆓
kad₅,𒆓
kad5,𒆓
kat₅,𒆓
kat5,𒆓
kid₆,𒆓
kid6,𒆓
kimₓ,𒆥
peš₆,𒆓
pesz6,𒆓
piš₆,𒆓
pisz6,𒆓
qat₈,𒆓
qat8,𒆓
esir₃,𒆓𒆓
esir3,𒆓𒆓
tal₅,𒆓𒆓
tal5,𒆓𒆓
til₆,𒆓𒆓
til6,𒆓𒆓
esirₓ,𒆔
ban₄,𒆕
ban4,𒆕
da₃,𒆕
da3,𒆕
du₃,𒆕
du3,𒆕
gag,𒆕
gak,𒆕
henbur,𒆕
ka₁₅,𒆕
ka15,𒆕
kak,𒆕
kal₃,𒆕
kal3,𒆕
kaq,𒆕
ki₇,𒆕
ki7,𒆕
qa₆,𒆕
qa6,𒆕
qaq,𒆕
qi₆,𒆕
qi6,𒆕
re₁₂,𒆕
re12,𒆕
ri₁₂,𒆕
ri12,𒆕
ru₂,𒆕
ru2,𒆕
tu₂₀,𒆕
tu20,𒆕
zarₓ,𒆕
šitaₓ,𒆕𒄑
szitaₓ,𒆕𒄑
kušu₂,𒆵
kuszu2,𒆵
kuksu₂,𒆕𒋻
kuksu2,𒆕𒋻
dannu,𒆗
eṭlu,𒆗
"et,lu",𒆗
alad₂,𒆗
alad2,𒆗
baštum,𒆗
basztum,𒆗
dan,𒆗
dana₃,𒆗
dana3,𒆗
dun₆,𒆗
dun6,𒆗
esi,𒆗
esig,𒆗
ešaₓ,𒆗
eszaₓ,𒆗
gal₉,𒆗
gal9,𒆗
kal,𒆗
kalag,𒆗
kalaga,𒆗
kalga,𒆗
la₆,𒆗
la6,𒆗
lab,𒆗
lala₂,𒆗
lala2,𒆗
lama₃,𒆗
lama3,𒆗
lamar,𒆗
lamassu,𒆗
lamma,𒆗
lammar,𒆗
lap,𒆗
lib₂,𒆗
lib2,𒆗
lip₂,𒆗
lip2,𒆗
mirₓ,𒊩𒃢
nir₆,𒆗
nir6,𒆗
qal₄,𒆗
qal4,𒆗
rab₄,𒆗
rab4,𒆗
reb,𒆗
rep,𒆗
rib,𒆗
rip,𒆗
rub,𒆗
sa₁₄,𒆗
sa14,𒆗
sag₈,𒆗
sag8,𒆗
seg₁₅,𒆗
seg15,𒆗
si₂₁,𒆗
si21,𒆗
sig₁₅,𒆗
sig15,𒆗
silim₂,𒆗
silim2,𒆗
silima₂,𒆗
silima2,𒆗
sun₇,𒆗
sun7,𒆗
sunaₓ,𒆗
šedu,𒆗
szedu,𒆗
ṣurṣub₂,𒆗
"s,urs,ub2",𒆗
tan,𒆗
tana,𒋿
ṭan,𒆗
"t,an",𒆗
urrub₂,𒆗
urrub2,𒆗
ursub₂,𒆗
ursub2,𒆗
zi₈,𒆗
zi8,𒆗
zurzub₂,𒆗
zurzub2,𒆗
birdu,𒆗𒂔
šarap,𒆗𒂔
szarap,𒆗𒂔
alad,𒆘
liri₇,𒆙
liri7,𒆙
liru₇,𒆙
liru7,𒆙
lirum₇,𒆙
lirum7,𒆙
eriš₇,𒆚
erisz7,𒆚
kam₂,𒆚
kam2,𒆚
udul₇,𒆚
udul7,𒆚
utul₇,𒆚
utul7,𒆚
gam₃,𒆛
gam3,𒆛
kam₄,𒆛
kam4,𒆛
bu₂,𒆜
bu2,𒆜
buš,𒆜
busz,𒆜
dana₂,𒆜
dana2,𒆜
danna₂,𒆜
danna2,𒆜
eš₈,𒆜
esz8,𒆜
ir₇,𒆜
ir7,𒆜
iš₂,𒆜
isz2,𒆜
kas,𒆜
kasa,𒆜
kaskal,𒆜
kaš₂,𒆜
kasz2,𒆜
kaz₀,𒆜
kaz0,𒆜
ras,𒆜
raš,𒆜
rasz,𒆜
rin₆,𒆜
rin6,𒆜
šubtumₓ,𒆜
szubtumₓ,𒆜
zikura,𒆜𒐋
dana,𒆜𒁍
danna,𒆜𒁍
gaeš₂,𒆜𒂵
gaesz2,𒆜𒂵
gaiš₂,𒆜𒂵
gaisz2,𒆜𒂵
garaš₄,𒆜𒂵
garasz4,𒆜𒂵
kiši₁₅,𒆜𒄴
kiszi15,𒆜𒄴
illatu,𒆜𒆳
alba₂,𒆜𒆳
alba2,𒆜𒆳
alha,𒆜𒆳
baliha,𒆜𒆳
ellat,𒆜𒆳
ilba₂,𒆜𒆳
ilba2,𒆜𒆳
ilha,𒆜𒆳
illat,𒆜𒆳
šubtu,𒆜𒆸
szubtu,𒆜𒆸
šubtu₃,𒆜𒆸
