sign,unicode
sa20,𒊭
ša,𒊭
sza,𒊭
zur₈,𒊭
zur8,𒊭
didala,𒊮
lib₃,𒊮
lib3,𒊮
lip₃,𒊮
lip3,𒊮
sa₁₉,𒊮
sa19,𒊮
ša₃,𒊮
sza3,𒊮
šab₂,𒊮
szab2,𒊮
šag₄,𒊮
szag4,𒊮
šalambi,𒊮
szalambi,𒊮
kadraₓ,𒊮𒀀
lidₓ,𒊮𒁹
lidda₂,𒊮𒁹
lidda2,𒊮𒁹
anzalub,𒊮𒄀
buglu,𒊮𒄀
hanzalub,𒊮𒄀
puglu,𒊮𒄀
pugluₓ,𒊮𒄀
šalambiₓ,𒊮𒄑𒊬
szalambiₓ,𒊮𒄑𒊬
išhara₂,𒊮𒆸
iszhara2,𒊮𒆸
tibula₃,𒊮𒈫𒁲
tibula3,𒊮𒈫𒁲
tigidla₃,𒊮𒈫𒁲
tigidla3,𒊮𒈫𒁲
tibula₂,𒊮𒈫𒆜
tibula2,𒊮𒈫𒆜
tigidla₂,𒊮𒈫𒆜
tigidla2,𒊮𒈫𒆜
tibula,𒊮𒈫𒋻
tigidlaₓ,𒊮𒈫𒋻
lambi,𒊮𒊬
tigidla,𒊮𒋻
ber₇,𒊯
ber7,𒊯
bir₇,𒊯
bir7,𒊯
isli,𒊯
iškila,𒊯
iszkila,𒊯
iškili,𒊯
iszkili,𒊯
išla,𒊯
iszla,𒊯
išli,𒊯
iszli,𒊯
kiri₄,𒊯
kiri4,𒊯
kišli,𒊯
kiszli,𒊯
peš₄,𒊯
pesz4,𒊯
piš₄,𒊯
pisz4,𒊯
sur₄,𒊯
sur4,𒊯
habburudaₓ,𒊵
habrud₃,𒊰
habrud3,𒊰
habruda₃,𒊰
habruda3,𒊰
nanam₂,𒊰
nanam2,𒊰
nanam,𒊲
nenim,𒊲
ninim,𒊲
gudu₅,𒊳
gudu5,𒊳
ša₂₆,𒊳
sza26,𒊳
peš₁₃,𒊴
pesz13,𒊴
habrud₄,𒊵
habrud4,𒊵
habruda₄,𒊵
habruda4,𒊵
ber₆,𒊶
ber6,𒊶
bir₆,𒊶
bir6,𒊶
a₁₀,𒊷
a10,𒊷
gešimmar,𒊷
geszimmar,𒊷
gešnimbar,𒊷
gesznimbar,𒊷
gišimmar,𒊷
giszimmar,𒊷
gišnimbar,𒊷
gisznimbar,𒊷
ŋešimmar,𒊷
ŋeszimmar,𒊷
ŋešnimbar,𒊷
ŋesznimbar,𒊷
ŋišimmar,𒊷
ŋiszimmar,𒊷
ŋišnimbar,𒊷
ŋisznimbar,𒊷
had₃,𒊷
had3,𒊷
hud₄,𒊷
hud4,𒊷
nimbar,𒊷
pa₉,𒊷
pa9,𒊷
sa₆,𒊷
sa6,𒊷
sag₉,𒊷
sag9,𒊷
seg₆,𒊷
seg6,𒊷
sig₆,𒊷
sig6,𒊷
ša₆,𒊷
sza6,𒊷
šag₅,𒊷
szag5,𒊷
suhušₓ,𒌉
suhuszₓ,𒌉
šab₀,𒊸
szab0,𒊸
šap₀,𒊸
szap0,𒊸
šab₆,𒊸
szab6,𒊸
šap₆,𒊸
szap6,𒊸
šanaba,𒑛
szanaba,𒑛
šanabi,𒑛
szanabi,𒑛
šanapi,𒑛
szanapi,𒑛
šudaminₓ,𒑛
szudaminₓ,𒑛
2/3(diš),𒑛
2/3(disz),𒑛
2/3(diš@c),𒑞
2/3(disz@c),𒑞
sar₂,𒊹
sar2,𒊹
sara₂,𒊹
sara2,𒊹
sare₂,𒊹
sare2,𒊹
šar₂,𒊹
szar2,𒊹
šara₆,𒊹
szara6,𒊹
šargal,𒊹
szargal,𒊹
1(šar₂),𒊹
1(szar2),𒊹
1(šar₂@c),𒊹
1(szar2@c),𒊹
1(šargal),𒊹
1(szargal),𒊹
1(šargal@c),𒊹
1(szargal@c),𒊹
šar₂@c,𒊹
szar2@c,𒊹
šargaldiš,𒐲
szargaldisz,𒐲
šargalmin,𒐳
szargalmin,𒐳
ašnan₂,𒊺
asznan2,𒊺
nigₓ,𒌨
niga,𒊺
nigan,𒊺
nigu,𒊺
sag₁₃,𒊺
sag13,𒊺
še,𒊺
sze,𒊺
u₂₀,𒊺
u20,𒊺
munu₆,𒊺𒁑
munu6,𒊺𒁑
bazbazₓ,𒊻
us,𒊻
uš₁₀,𒊻
usz10,𒊻
uṣ,𒊻
"us,",𒊻
uz,𒊻
uza,𒊻
uzu₃,𒊻
uzu3,𒊻
bibad,𒊺𒄷𒌉
bibe,𒊺𒄷𒌉
isinₓ,𒊺𒅆𒌉
henbur₂,𒊺𒆕
henbur2,𒊺𒆕
kinₓ,𒊺𒆥
sagaₓ,𒊺𒆥𒆥
šesag,𒊺𒈗
szesag,𒊺𒈗
nidaba,𒊺𒉀
nisaba,𒊺𒉀
šušₓ,𒊺𒉇
szuszₓ,𒊺𒉇
dir₄,𒌁
dir4,𒌁
ezina₃,𒌁
ezina3,𒌁
ezinu₃,𒌁
ezinu3,𒌁
gamun₂,𒌁
gamun2,𒌁
ninni₈,𒌁
ninni8,𒌁
panaₓ,𒌁
qišat,𒌁
qiszat,𒌁
si₃₀,𒌁
si30,𒌁
šabu,𒌁
szabu,𒌁
še₁₅,𒌁
sze15,𒌁
ter,𒌁
ṭer₅,𒌁
"t,er5",𒌁
tir,𒌁
ṭir₅,𒌁
"t,ir5",𒌁
ezinaₓ,𒌂
garadin₆,𒌃
garadin6,𒌃
karadin₆,𒌃
karadin6,𒌃
nenni₅,𒌃
nenni5,𒌃
ninni₅,𒌃
ninni5,𒌃
garadin,𒌄
karadin,𒌄
garadin₄,𒌃𒆸𒆸
garadin4,𒌃𒆸𒆸
karadin₄,𒌃𒆸𒆸
karadin4,𒌃𒆸𒆸
ubiₓ,𒊺𒋦
šemuš,𒊺𒋀
szemusz,𒊺𒋀
ašnan,𒊺𒊺𒉪
asznan,𒊺𒊺𒉪
ašnana,𒊺𒊺𒉪
asznana,𒊺𒊺𒉪
ezennaₓ,𒊺𒊺𒉪
ezim₂,𒊺𒊺𒉪
ezim2,𒊺𒊺𒉪
ezin₂,𒊺𒊺𒉪
ezin2,𒊺𒊺𒉪
ezina₂,𒊺𒊺𒉪
ezina2,𒊺𒊺𒉪
ezinu₂,𒊺𒊺𒉪
ezinu2,𒊺𒊺𒉪
garadin₂,𒊼
garadin2,𒊼
karadin₂,𒊼
karadin2,𒊼
garadin₃,𒊽
garadin3,𒊽
karadin₃,𒊽
karadin3,𒊽
kiši₆,𒊾
kiszi6,𒊾
sa₂₁,𒊾
sa21,𒊾
sabar₂,𒊾
sabar2,𒊾
seg₁₄,𒊾
seg14,𒊾
segga,𒊾
sig₁₄,𒊾
sig14,𒊾
sigga,𒊾
šeg₉,𒊾
szeg9,𒊾
šega₉,𒊾
szega9,𒊾
šeŋ₉,𒊾
szeŋ9,𒊾
šenₓ,𒊾
szenₓ,𒊾
šenbar,𒊾
szenbar,𒊾
šegga,𒊾
szegga,𒊾
sabar,𒊾𒁇
dur₁₀,𒊿
dur10,𒊿
rik₄,𒊿
rik4,𒊿
rug,𒊿
ruk,𒊿
ruq,𒊿
ruqu,𒊿
san₂,𒊿
san2,𒊿
sun₆,𒊿
sun6,𒊿
šen,𒊿
szen,𒊿
šin,𒊿
szin,𒊿
šun,𒊿
szun,𒊿
zin,𒊿
ah₂,𒋀
ah2,𒋀
aha₂,𒋀
aha2,𒋀
ahi,𒋀
mun₄,𒋀
mun4,𒋀
muš₅,𒋀
musz5,𒋀
nan,𒋀
ses,𒋀
sis,𒋀
siš,𒋀
sisz,𒋀
šas,𒋀
szas,𒋀
šaš,𒋀
szasz,𒋀
šaṣ,𒋀
"szas,",𒋀
še₁₆,𒋀
sze16,𒋀
šes,𒋀
szes,𒋀
šeṣ,𒋀
"szes,",𒋀
šeš,𒋀
szesz,𒋀
šiš,𒋀
szisz,𒋀
šiṣ,𒋀
"szis,",𒋀
šiz,𒋀
sziz,𒋀
ura₁₆,𒋀𒀊
ura16,𒋀𒀊
uram₂,𒋀𒀊
uram2,𒋀𒀊
uri₅,𒋀𒀊
uri5,𒋀𒀊
urim₅,𒋀𒀊
urim5,𒋀𒀊
uru₁₅,𒋀𒀊
uru15,𒋀𒀊
urum₆,𒋀𒀊
urum6,𒋀𒀊
ura₁₅,𒋀𒀕
ura15,𒋀𒀕
uram,𒋀𒀕
uri₂,𒋀𒀕
uri2,𒋀𒀕
urim₂,𒋀𒀕
urim2,𒋀𒀕
uru₁₄,𒋀𒀕
uru14,𒋀𒀕
urum₅,𒋀𒀕
urum5,𒋀𒀕
urinₓ,𒋀𒄷𒄷
nan₂,𒋀𒆠
nan2,𒋀𒆠
nanna,𒋀𒆠
šeš₂,𒋁
szesz2,𒋁
še₈,𒋁
sze8,𒋁
šiš₂,𒋁
szisz2,𒋁
šešlam,𒋂
szeszlam,𒋂
ag₃,𒋃
ag3,𒋃
aŋ₃,𒋃
aŋ3,𒋃
ak₃,𒋃
ak3,𒋃
aka₃,𒋃
aka3,𒋃
alal₂,𒋃
alal2,𒋃
alamu₂,𒋃
alamu2,𒋃
almu₂,𒋃
almu2,𒋃
bisag₂,𒋃
bisag2,𒋃
bisaŋ₂,𒋃
bisaŋ2,𒋃
bisan₂,𒋃
bisan2,𒋃
dilib,𒋃
dim₁₂,𒋃
dim12,𒋃
elal₂,𒋃
elal2,𒋃
gir₁₃,𒋃
gir13,𒋃
gud₉,𒋃
gud9,𒋃
ka₉,𒋃
ka9,𒋃
kas₇,𒋃
kas7,𒋃
kid₄,𒋃
kid4,𒋃
kiri₈,𒋃
kiri8,𒋃
kirban,𒋃
la₁₀,𒋃
la10,𒋃
lag,𒋃
lak,𒋃
laka,𒋃
laq,𒋃
lik₂,𒋃
lik2,𒋃
liq₂,𒋃
liq2,𒋃
mer₄,𒋃
mer4,𒋃
nesag₂,𒋃
nesag2,𒋃
nesaŋ₂,𒋃
nesaŋ2,𒋃
nisag₂,𒋃
nisag2,𒋃
nisaŋ₂,𒋃
nisaŋ2,𒋃
pa₈,𒋃
pa8,𒋃
pisag₂,𒋃
pisag2,𒋃
pisaŋ₂,𒋃
pisaŋ2,𒋃
pisan₂,𒋃
pisan2,𒋃
sagga,𒋃
saŋa₈,𒋃
saŋa8,𒋃
saŋŋa,𒋃
sanga,𒋃
sangu,𒋃
sid₂,𒋃
sid2,𒋃
sila₁₁,𒋃
sila11,𒋃
silag,𒋃
silaŋ,𒋃
sinₓ,𒋃
sit₂,𒋃
sit2,𒋃
šanga,𒋃
szanga,𒋃
še₁₄,𒋃
sze14,𒋃
šed,𒋃
szed,𒋃
šet,𒋃
szet,𒋃
šid,𒋃
szid,𒋃
šit,𒋃
szit,𒋃
šita₅,𒋃
szita5,𒋃
šiti,𒋃
sziti,𒋃
šitim₂,𒋃
szitim2,𒋃
šiṭ,𒋃
"szit,",𒋃
šub₆,𒋃
szub6,𒋃
šutum₃,𒋃
szutum3,𒋃
šud₄,𒋃
szud4,𒋃
šudum,𒋃
szudum,𒋃
te₆,𒋃
te6,𒋃
tu₁₄,𒋃
tu14,𒋃
tuba₃,𒋃
tuba3,𒋃
ubisag,𒋃
umbisag,𒋃
umbisaŋ,𒋃
uttu₂,𒋃
uttu2,𒋃
uṭu₂,𒋃
"ut,u2",𒋃
zadra,𒋃
zadri,𒋃
zadru,𒋃
zandar,𒋃
zandara,𒋃
alaₓ,𒋄
alal,𒋄
alalmu,𒋄
alamu,𒋄
almu,𒋄
bisag₃,𒋄
bisag3,𒋄
bisaŋ₃,𒋄
bisaŋ3,𒋄
bisan₃,𒋄
bisan3,𒋄
bizeg₃,𒋄
bizeg3,𒋄
bizem₃,𒋄
bizem3,𒋄
elal,𒋄
hubhub,𒋄
kirbanu,𒋄
mezeg,𒋄
mezeŋ,𒋄
mezem,𒋄
mizeg,𒋄
mizem,𒋄
pisag₃,𒋄
pisag3,𒋄
pisaŋ₃,𒋄
pisaŋ3,𒋄
pisan₃,𒋄
pisan3,𒋄
ubisag₂,𒋄
ubisag2,𒋄
umbisag₂,𒋄
umbisag2,𒋄
umbisaŋ₂,𒋄
umbisaŋ2,𒋄
hubhub₂,𒋅
hubhub2,𒋅
asila₂,𒋆
asila2,𒋆
asilal₂,𒋆
asilal2,𒋆
asilla₂,𒋆
asilla2,𒋆
bappir₂,𒋆
bappir2,𒋆
bappira₂,𒋆
bappira2,𒋆
lumgi,𒋆
lunga,𒋆
mud₅,𒋆
mud5,𒋆
mulugₓ,𒋆
ningi,𒋆
nugₓ,𒋆
nungi,𒋆
reg,𒋆
rek,𒋆
req,𒋆
rig,𒋆
rik,𒋆
riq,𒋆
sem,𒋆
siraš,𒋆
sirasz,𒋆
siris,𒋆
siriš,𒋆
sirisz,𒋆
su₂₀,𒋆
su20,𒋆
šem,𒋆
szem,𒋆
šembi₂,𒋆
szembi2,𒋆
šembizi,𒋆
szembizi,𒋆
šembizid,𒋆
szembizid,𒋆
šembulugₓ,𒋎
szembulugₓ,𒋎
ši₆,𒋆
szi6,𒋆
šim,𒋆
szim,𒋆
šimbi₂,𒋆
szimbi2,𒋆
šimbizi,𒋆
szimbizi,𒋆
ligidba₂,𒋆𒀭𒈦
ligidba2,𒋆𒀭𒈦
ligidba,𒋆𒀭𒊩𒌆𒅁
dumgal,𒋇
lumgi₂,𒋇
lumgi2,𒋇
lunga₂,𒋇
lunga2,𒋇
ningi₂,𒋇
ningi2,𒋇
nungi₂,𒋇
nungi2,𒋇
siraš₂,𒋇
sirasz2,𒋇
siris₂,𒋇
siris2,𒋇
šembulug₄,𒋈
szembulug4,𒋈
šimbulug₄,𒋈
szimbulug4,𒋈
šembulug₅,𒋉
szembulug5,𒋉
šemmug,𒋉
szemmug,𒋉
šimbulug₅,𒋉
szimbulug5,𒋉
šimmug,𒋉
szimmug,𒋉
nug₂,𒋊
nug2,𒋊
bappir,𒋋
bappira,𒋋
lumgi₃,𒋋
lumgi3,𒋋
lunga₃,𒋋
lunga3,𒋋
ningi₃,𒋋
ningi3,𒋋
nungi₃,𒋋
nungi3,𒋋
siraš₃,𒋋
sirasz3,𒋋
siris₃,𒋋
siris3,𒋋
šinₓ,𒋋
szinₓ,𒋋
šembulug₃,𒋌
szembulug3,𒋌
šimbulug₃,𒋌
szimbulug3,𒋌
šaqa₂,𒋏
szaqa2,𒋏
šaqu₂,𒋏
szaqu2,𒋏
šuquₓ,𒋏
szuquₓ,𒋏
nug,𒋐
šimbulug₂,𒋐
szimbulug2,𒋐
šemešal,𒋑
szemeszal,𒋑
šemmišla,𒋑
szemmiszla,𒋑
šemšala,𒋑
szemszala,𒋑
šimešal,𒋑
szimeszal,𒋑
šimeššal,𒋑
szimeszszal,𒋑
šimmešla,𒋑
szimmeszla,𒋑
šembi,𒋍
szembi,𒋍
šimbi,𒋍
szimbi,𒋍
šinig,𒋒
szinig,𒋒
as₅,𒋓
as5,𒋓
aš₇,𒋓
asz7,𒋓
gasaₓ,𒋓
sil₈,𒋓
sil8,𒋓
sir₄,𒋓
sir4,𒋓
siru,𒋓
sirum,𒋓
šer,𒋓
szer,𒋓
šir,𒋓
szir,𒋓
šur₃,𒋓
szur3,𒋓
aš₇-gi₄,𒋓𒄄
asz7-gi4,𒋓𒄄
lidda,𒋖
šita,𒋖
szita,𒋖
ešda₂,𒋖𒄑𒌆
eszda2,𒋖𒄑𒌆
eštaₓ,𒋖𒄑𒌆
esztaₓ,𒋖𒄑𒌆
i₉,𒋖𒄑𒌆
i9,𒋖𒄑𒌆
ešda,𒂷𒄑
eszda,𒂷𒄑
gišha,𒂷𒄑
giszha,𒂷𒄑
ha₈,𒂷𒄑
ha8,𒂷𒄑
liddaₓ,𒂷𒄑
rig₃,𒂷𒄑
rig3,𒂷𒄑
šita₂,𒂷𒄑
szita2,𒂷𒄑
udub₂,𒂷𒄑
udub2,𒂷𒄑
udug₂,𒂷𒄑
udug2,𒂷𒄑
utug₂,𒂷𒄑
utug2,𒂷𒄑
kat₇,𒋗
kat7,𒋗
qad,𒋗
qat,𒋗
qata,𒋗
šu,𒋗
szu,𒋗
1(šu),𒋗
1(szu),𒋗
1(šu@c),𒋗
1(szu@c),𒋗
giri₂₀,𒋗𒀭
giri20,𒋗𒀭
udu₂,𒋗𒁁
udu2,𒋗𒁁
uš₁₆,𒋗𒁁
usz16,𒋗𒁁
zapah,𒋗𒁁
zipah₂,𒋗𒁁
zipah2,𒋗𒁁
zipahₓ,𒋙𒁁
dubul,𒋗𒁍
dulu,𒋗𒁍
ul₇,𒋗𒁍
ul7,𒋗𒁍
sahab₂,𒋗𒁲𒌋𒌋𒌋
sahab2,𒋗𒁲𒌋𒌋𒌋
suhub₄,𒋗𒁲𒌋𒌋𒌋
suhub4,𒋗𒁲𒌋𒌋𒌋
šahab₂,𒋗𒁲𒌋𒌋𒌋
szahab2,𒋗𒁲𒌋𒌋𒌋
šuhub₄,𒋗𒁲𒌋𒌋𒌋
szuhub4,𒋗𒁲𒌋𒌋𒌋
girah,𒋗𒁶
sahab,𒋗𒁹
suhub₃,𒋗𒁹
suhub3,𒋗𒁹
šahab,𒋗𒁹
szahab,𒋗𒁹
suhub₅,𒋗𒂵
suhub5,𒋗𒂵
peš₈,𒋗𒃶
pesz8,𒋗𒃶
šukra,𒋗𒃸
szukra,𒋗𒃸
šunigin,𒋗𒃸
szunigin,𒋗𒃸
tukum,𒋗𒃻𒌉𒇲
tukun,𒋗𒃻𒌉𒇲
tukumₓ,𒋗𒃻𒌉𒇲
tukumbi,𒋗𒃻𒌉𒇲𒁉
tukunbi,𒋗𒃻𒌉𒇲𒁉
tukumbiₓ,𒋗𒃻𒌉𒇲𒁉
šu-gi,𒋗𒄀
szu-gi,𒋗𒄀
šugi,𒋗𒄃
szugi,𒋗𒄃
šukudₓ,𒋗𒄩
szukudₓ,𒋗𒄩
peš₁₄,𒋗𒆒
pesz14,𒋗𒆒
liri,𒋗𒆗
liru,𒋗𒆗
lirum,𒋗𒆗
šugbar,𒋗𒆗
szugbar,𒋗𒆗
šugmaš,𒋗𒆗
szugmasz,𒋗𒆗
šukbar,𒋗𒆗
szukbar,𒋗𒆗
tinurₓ,𒋗𒆸
delen₂,𒋗𒆸𒈾
delen2,𒋗𒆸𒈾
delena₂,𒋗𒆸𒈾
delena2,𒋗𒆸𒈾
dilim₄,𒋗𒆸𒈾
dilim4,𒋗𒆸𒈾
dilin₂,𒋗𒆸𒈾
dilin2,𒋗𒆸𒈾
dilina₂,𒋗𒆸𒈾
dilina2,𒋗𒆸𒈾
durun₃,𒋗𒆸𒈾
durun3,𒋗𒆸𒈾
duruna₃,𒋗𒆸𒈾
duruna3,𒋗𒆸𒈾
tinur₂,𒋗𒆸𒈾
tinur2,𒋗𒆸𒈾
giri₁₉,𒋗𒇽
giri19,𒋗𒇽
giri₂₁,𒋗𒈗
giri21,𒋗𒈗
suslug,𒋗𒈜
šurmen,𒋗𒈨𒂞
szurmen,𒋗𒈨𒂞
šurmin,𒋗𒈨𒂞
szurmin,𒋗𒈨𒂞
qa₄,𒋗𒈫
qa4,𒋗𒈫
qad₂,𒋗𒈫
qad2,𒋗𒈫
qat₂,𒋗𒈫
qat2,𒋗𒈫
qati,𒋗𒈫𒈨𒌋𒌋𒌋
tu₅,𒋗𒉀
tu5,𒋗𒉀
gešbu₂,𒋗𒉽𒉽
geszbu2,𒋗𒉽𒉽
ŋešbu₂,𒋗𒉽𒉽
ŋeszbu2,𒋗𒉽𒉽
gešpu₂,𒋗𒉽𒉽
geszpu2,𒋗𒉽𒉽
ŋešpu₂,𒋗𒉽𒉽
ŋeszpu2,𒋗𒉽𒉽
ŋešbaₓ,𒋗𒉽𒉽
ŋeszbaₓ,𒋗𒉽𒉽
sahabₓ,𒋗𒋛𒁲
šu-u,𒋗𒌋
szu-u,𒋗𒌋
ešša₂,𒋙
eszsza2,𒋙
gala₆,𒋙
gala6,𒋙
šu₂,𒋙
szu2,𒋙
šubartin,𒋙
szubartin,𒋙
šuš₂,𒋙
szusz2,𒋙
en₂,𒋙𒀭
en2,𒋙𒀭
gibil₇,𒋙𒀭
gibil7,𒋙𒀭
gibir₂,𒋙𒀭
gibir2,𒋙𒀭
iši₂,𒋙𒀯
iszi2,𒋙𒀯
kibir₃,𒋙𒀭
kibir3,𒋙𒀭
sulgar,𒋙𒀯
suhul,𒋙𒀯
še₉,𒋙𒀭
sze9,𒋙𒀭
šuhub,𒋙𒀯
szuhub,𒋙𒀯
suhub,𒋙𒀯
kungaₓ,𒋙𒀯
keš₃,𒋙𒀭𒄲
kesz3,𒋙𒀭𒄲
keši₃,𒋙𒀭𒄲
keszi3,𒋙𒀭𒄲
kiši₃,𒋙𒀭𒄲
kiszi3,𒋙𒀭𒄲
gibil₂,𒋙𒀾
gibil2,𒋙𒀾
gibir,𒋙𒀾
kibir₂,𒋙𒀾
kibir2,𒋙𒀾
šudul,𒋙
szudul,𒋙
šudulu,𒋙
szudulu,𒋙
šudun,𒋙
szudun,𒋙
šutul,𒋙
szutul,𒋙
kiši₁₄,𒋙𒉀
kiszi14,𒋙𒉀
sa₁₇,𒋙𒉀
sa17,𒋙𒉀
sigaₓ,𒋙𒉀
šeg₈,𒋙𒉀
szeg8,𒋙𒉀
lal₆,𒋙𒉈
lal6,𒋙𒉈
lil₅,𒋙𒉈
lil5,𒋙𒉈
ne₄,𒋙𒉈
ne4,𒋙𒉈
lal₅,𒋙𒌋𒌋𒌋
lal5,𒋙𒌋𒌋𒌋
lil₃,𒋙𒌋𒌋𒌋
lil3,𒋙𒌋𒌋𒌋
šudul₃,𒋙𒌪
szudul3,𒋙𒌪
šudun₃,𒋙𒌪
szudun3,𒋙𒌪
šutul₃,𒋙𒌪
szutul3,𒋙𒌪
sah₂,𒋚
sah2,𒋚
sih,𒋚
subar,𒋚
subir,𒋚
subur,𒋚
šah,𒋚
szah,𒋚
šaha,𒋚
szaha,𒋚
šeh,𒋚
szeh,𒋚
ših,𒋚
szih,𒋚
šubar,𒋚
szubar,𒋚
šubur,𒋚
szubur,𒋚
šubura,𒋚
szubura,𒋚
šuh₂,𒋚
szuh2,𒋚
ṣeh,𒋚
"s,eh",𒋚
zeh₂,𒋚
zeh2,𒋚
zih₂,𒋚
zih2,𒋚
šudaₓ,𒑚
szudaₓ,𒑚
šušana,𒑚
szuszana,𒑚
šuššanₓ,𒑚
szuszszanₓ,𒑚
1/3(diš),𒑚
1/3(disz),𒑚
1/3(diš@c),𒑝
1/3(disz@c),𒑝
da₂,𒋫
da2,𒋫
ta,𒋫
ṭa₂,𒋫
"t,a2",𒋫
alammuš,𒋭
alammusz,𒋭
alamuš,𒋭
alamusz,𒋭
lal₃,𒋭
lal3,𒋭
ru₈,𒋭
ru8,𒋭
gansisₓ,𒋮
gansis,𒋯
ganzerₓ,𒋯
kabta,𒋯
dab₂,𒋰
dab2,𒋰
dap₂,𒋰
dap2,𒋰
dapa₂,𒋰
dapa2,𒋰
min₆,𒋰
min6,𒋰
tab,𒋰
taba,𒋰
tap,𒋰
tapa,𒋰
ṭab,𒋰
"t,ab",𒋰
ṭap,𒋰
"t,ap",𒋰
eš₂₁,𒐻
esz21,𒐻
megida₂,𒋰𒆲
megida2,𒋰𒆲
megidda₂,𒋰𒆲
megidda2,𒋰𒆲
ia₇,𒋰𒋰𒀸
ia7,𒋰𒋰𒀸
aš₄,𒋰𒋰𒋰
asz4,𒋰𒋰𒋰
imin₂,𒋰𒋰𒋰𒀸
imin2,𒋰𒋰𒋰𒀸
imina₂,𒋰𒋰𒋰𒀸
imina2,𒋰𒋰𒋰𒀸
umun₈,𒋰𒋰𒋰𒀸
umun8,𒋰𒋰𒋰𒀸
ussa₂,𒋰𒋰𒋰𒋰
ussa2,𒋰𒋰𒋰𒋰
ussu₂,𒋰𒋰𒋰𒋰
ussu2,𒋰𒋰𒋰𒋰
ilimmu₂,𒋰𒋰𒋰𒋰𒀸
ilimmu2,𒋰𒋰𒋰𒋰𒀸
megida,𒋰𒋾
megidda,𒋰𒋾
ubinigga,𒋱
ubišaga,𒋱
ubiszaga,𒋱
da₆,𒋳
da6,𒋳
daq₆,𒋳
daq6,𒋳
guruš₄,𒋳
gurusz4,𒋳
sub₆,𒋳
sub6,𒋳
subu,𒋳
suhₓ,𒋳
sum₆,𒋳
sum6,𒋳
śum,𒋳
šan₂,𒋳
szan2,𒋳
šerid,𒋳
szerid,𒋳
šerim,𒋳
szerim,𒋳
šu₁₄,𒋳
szu14,𒋳
šum,𒋳
szum,𒋳
šumu₃,𒋳
szumu3,𒋳
šuš₄,𒋳
szusz4,𒋳
ta₃,𒋳
ta3,𒋳
tag,𒋳
taga,𒋳
tak,𒋳
taka,𒋳
taq,𒋳
tibir,𒋳
tuku₅,𒋳
tuku5,𒋳
uttuₓ,𒋳
zil₂,𒋳
zil2,𒋳
šumgamme,𒋳𒃵𒈨
szumgamme,𒋳𒃵𒈨
ziz₅,𒋳𒋳
ziz5,𒋳𒋳
šeraₓ,𒋳𒌆
szeraₓ,𒋳𒌆
šerimₓ,𒋳𒌆
szerimₓ,𒋳𒌆
silig₄,𒋵
silig4,𒋵
tibir₅,𒋵
tibir5,𒋵
tibirₓ,𒋶
tibir₂,𒋷
tibir2,𒋷
silig₃,𒋸
silig3,𒋸
tibir₄,𒋸
tibir4,𒋸
uṭu,𒋸
"ut,u",𒋸
utuₓ,𒌋
uttu,𒋸
silig₂,𒋹
silig2,𒋹
tibir₃,𒋹
tibir3,𒋹
azad₂,𒋺
azad2,𒋺
da₁₃,𒋺
da13,𒋺
dad,𒋺
dat,𒋺
erbura,𒋺
gid₆,𒋺
gid6,𒋺
gudibir,𒋺
irbura,𒋺
kamₓ,𒋺
kid₂,𒋺
kid2,𒋺
kit₂,𒋺
kit2,𒋺
šuru₆,𒋺
szuru6,𒋺
šurum₆,𒋺
szurum6,𒋺
ta₆,𒋺
ta6,𒋺
tad,𒋺
tag₄,𒋺
tag4,𒋺
tak₄,𒋺
tak4,𒋺
taka₄,𒋺
taka4,𒋺
tat,𒋺
ṭat,𒋺
"t,at",𒋺
zermuškuₓ,𒋺𒀩
zermuszkuₓ,𒋺𒀩
dadda,𒋺𒋺
tatge,𒋺𒋺
dar₆,𒋻
dar6,𒋻
gud₄,𒋻
gud4,𒋻
has,𒋻
haš,𒋻
hasz,𒋻
haṣ,𒋻
"has,",𒋻
haz,𒋻
hiz,𒋻
hus₂,𒋻
hus2,𒋻
ku₅,𒋻
ku5,𒋻
kud,𒋻
kudma,𒋻
kuksu,𒋻
kur₅,𒋻
kur5,𒋻
kuru₅,𒋻
kuru5,𒋻
kurum₅,𒋻
kurum5,𒋻
kut,𒋻
kutu,𒋻
qadmaₓ,𒋻
qadmu,𒋻
qud,𒋻
qudma,𒋻
qudmu,𒋻
qumₓ,𒋻
qut,𒋻
qutu,𒋻
sel,𒋻
sil,𒋻
sila,𒋻
sulu,𒋻
šar₇,𒋻
szar7,𒋻
šel,𒋻
szel,𒋻
šil,𒋻
szil,𒋻
taₓ,𒋻
tar,𒋻
tara,𒋻
ter₂,𒋻
ter2,𒋻
tir₂,𒋻
tir2,𒋻
ṭar,𒋻
"t,ar",𒋻
ṭir₂,𒋻
"t,ir2",𒋻
ursagsim,𒋻
ursaŋsim,𒋻
zil₀,𒋻
zil0,𒋻
zil₃,𒋻
zil3,𒋻
de₄,𒋼
de4,𒋼
di₁₂,𒋼
di12,𒋼
gal₅,𒋼
gal5,𒋼
gallaₓ,𒋼
gul₃,𒋼
gul3,𒋼
mul₂,𒋼
mul2,𒋼
te,𒋼
teg₃,𒋼
teg3,𒋼
teŋ₃,𒋼
teŋ3,𒋼
temₓ,𒋼
temen,𒋼
temennaₓ,𒋼
ten,𒋼
ti₇,𒋼
ti7,𒋼
ṭe₄,𒋼
"t,e4",𒋼
